"date","wt","Q","P","GL","Ta_min","Ta_max","Ta"
2013-11-13,7.22777777777778,2.83,0.01,89.434,2.07,4.5,3.29
2013-11-14,6.78620689655172,2.33,0.65,24.022,0.8,4.57,2.69
2013-11-15,6.82173913043478,2.11,0,31.693,0.93,5.97,3.45
2013-11-16,6.98333333333333,1.9,0,33.735,4.76,5.87,5.32
2013-11-17,7.49411764705882,1.82,0,19.121,4.22,5.99,5.11
2013-11-18,7.56111111111111,1.74,0,26.724,3.67,5.58,4.63
2013-11-19,7.8,1.67,0.65,27.813,3.33,10.97,7.15
2013-11-20,7.49473684210526,1.66,0.26,51.823,3.48,8.51,6
2013-11-21,7.15945945945946,1.6,0,21.71,2.9,8.41,5.66
2013-11-22,6.1,1.49,1.49,50.173,0.81,5.66,3.24
2013-11-23,6.09310344827586,1.56,3.87,23.613,3.74,6.87,5.31
2013-11-24,6.68333333333333,3.5,7.75,9.619,3.47,6.15,4.81
2013-11-25,6,4.22,0.01,9.61,-2.31,3.55,0.62
2013-11-26,4.20294117647059,2.33,0.07,29.314,-3.77,0.03,-1.87
2013-11-27,3.59756097560976,1.91,0,44.427,-4.04,0.75,-1.65
2013-11-28,2.38478260869565,1.7,1.01,64.472,-7.07,-2.44,-4.76
2013-11-29,2.41,1.61,4.58,29.374,-2.69,1.54,-0.58
2013-11-30,3.47586206896552,2.04,0,27.035,0.23,3.14,1.69
2013-12-01,3.84,1.99,0.01,33.268,-2.34,3.8,0.73
2013-12-02,4.13823529411765,1.83,0,38.056,-0.57,5.21,2.32
2013-12-03,3.5156862745098,1.71,0,61.983,-2.76,2.83,0.04
2013-12-04,2.58260869565217,1.63,0.34,64.718,-5.2,1.3,-1.95
2013-12-05,2.75,1.57,2.89,59.25,0.32,2.44,1.38
2013-12-06,3.22571428571429,1.85,0.82,22.199,-0.33,5.98,2.83
2013-12-07,2.73793103448276,1.77,2.51,28.28,-0.69,2,0.66
2013-12-08,3.03684210526316,1.99,0.69,28.186,0.27,3.55,1.91
2013-12-09,3.90833333333333,3.32,6.76,20.018,1.27,5.12,3.2
2013-12-10,5.05,6.26,0.07,16.808,3.76,6.68,5.22
2013-12-11,5.68666666666667,3.66,0.24,28.416,2.28,5.14,3.71
2013-12-12,5.4,2.83,0.29,18.339,0.69,2.73,1.71
2013-12-13,4.95,2.48,0.05,20.419,-0.76,1.11,0.18
2013-12-14,4.52142857142857,2.21,0.2,22.231,-1.13,1.49,0.18
2013-12-15,4.625,2.01,0,33.608,0.06,3.51,1.79
2013-12-16,3.77906976744186,1.89,0,30.361,-3.99,3.26,-0.37
2013-12-17,2.78518518518519,1.78,0,58.239,-4.24,-0.97,-2.61
2013-12-18,2.33809523809524,1.71,0,27.187,-4.32,-2.31,-3.32
2013-12-19,2.05,1.65,0,29.38,-4.44,-2.61,-3.53
2013-12-20,1.76,1.57,0.54,22.614,-4.11,-0.15,-2.13
2013-12-21,2.45769230769231,1.54,0.13,29.922,-1.19,1.8,0.31
2013-12-22,3.24,1.6,0.33,29.207,-1.53,1.62,0.05
2013-12-23,3.54242424242424,1.56,0,30.427,-1.01,5.76,2.38
2013-12-24,3.14827586206897,1.61,0.01,42.434,-3.06,2.51,-0.28
2013-12-25,3.16896551724138,1.61,0,31.555,-1.8,7.18,2.69
2013-12-26,3.43333333333333,1.6,1.44,32.564,0.61,12.96,6.79
2013-12-27,4.59666666666667,1.71,0,38.473,1.11,6.26,3.69
2013-12-28,3.7,1.64,0.97,51.402,-3.2,3.11,-0.05
2013-12-29,3.38571428571429,1.61,0.01,37.76,-2.5,5.15,1.33
2013-12-30,3.35405405405405,1.53,0,19.067,-1.98,4.66,1.34
2013-12-31,2.48214285714286,1.51,0,61.344,-3.61,0.82,-1.4
2014-01-01,2.96444444444444,1.53,0,31.411,-1.58,2.85,0.64
2014-01-02,2.58888888888889,1.48,0.08,57.831,-2.52,1.56,-0.48
2014-01-03,2.65675675675676,1.47,0.08,36.848,-3.1,4.46,0.68
2014-01-04,2.41,1.42,0.16,50.431,-1.19,7.4,3.11
2014-01-05,3.05263157894737,1.51,1.82,16.432,0.62,6.38,3.5
2014-01-06,3.65,1.6,0.13,13.677,-0.74,4.65,1.96
2014-01-07,3.83,1.55,0.04,34.477,-0.99,5.25,2.13
2014-01-08,3.571875,1.51,0.01,39.183,-0.9,5.83,2.47
2014-01-09,3.41052631578947,1.48,8.04,41.578,-0.71,2.86,1.08
2014-01-10,3.895,3.1,0,40.672,0.25,8.41,4.33
2014-01-11,3.58636363636364,2.63,1.13,50.27,-2.83,4.25,0.71
2014-01-12,3.81212121212121,2.22,0,42.944,-0.88,5.7,2.41
2014-01-13,3.016,1.96,0,61.103,-5.32,3.39,-0.97
2014-01-14,2.43333333333333,1.85,1.66,61.571,-1.63,1.29,-0.17
2014-01-15,3.16666666666667,1.87,0,23.342,-0.64,3.93,1.65
2014-01-16,3.085,1.75,0,35.63,-2.57,3.94,0.69
2014-01-17,3.13888888888889,1.72,0.39,51.811,-0.75,2.78,1.02
2014-01-18,3.41666666666667,1.7,0.04,33.365,-0.48,3.2,1.36
2014-01-19,3.6,1.68,0,27.089,-0.21,6.04,2.92
2014-01-20,3.225,1.63,1.44,27.475,-1.51,4.99,1.74
2014-01-21,3.36470588235294,1.88,3.29,27.411,1.23,3.03,2.13
2014-01-22,3.96428571428571,2.46,0.01,17.76,1.74,4.08,2.91
2014-01-23,4.38333333333333,2.15,0.68,26.899,1.36,4.03,2.7
2014-01-24,3.87894736842105,2.06,4.23,27.042,-0.97,1.9,0.47
2014-01-25,3.49565217391304,2.17,4.44,15.109,-1.29,2.27,0.49
2014-01-26,2.45,2.58,7.36,33.136,-5.1,-0.22,-2.66
2014-01-27,1.36666666666667,2.31,1.51,24.492,-5.96,-1.35,-3.66
2014-01-28,1.9304347826087,2.09,0.25,33.627,-3.26,-0.48,-1.87
2014-01-29,2.52222222222222,2.01,0,35.742,-5.17,-0.89,-3.03
2014-01-30,1.50185185185185,1.82,0,59.322,-9.51,0.62,-4.45
2014-01-31,1.65483870967742,1.92,0,50.887,0.21,4.17,2.19
2014-02-01,2.590625,3.21,0,38.162,-3.75,9.1,2.68
2014-02-02,2.875,5.15,0.87,89.792,-2.07,4.27,1.1
2014-02-03,2.99487179487179,2.99,0,21.342,-1.25,3.13,0.94
2014-02-04,2.58571428571429,2.57,0,83.546,-3.78,3.4,-0.19
2014-02-05,2.96451612903226,2.36,0,89.43,-2.37,8.37,3
2014-02-06,3.61666666666667,2.37,0,92.409,0.53,10.3,5.42
2014-02-07,3.55294117647059,2.6,0,95.56,-0.7,6.6,2.95
2014-02-08,4.00882352941176,2.39,0.33,80.813,-0.46,9.37,4.46
2014-02-09,4.18333333333333,2.43,0.18,96.037,2.09,5.75,3.92
2014-02-10,3.60294117647059,2.25,1.97,23.043,-2.84,7.1,2.13
2014-02-11,3.92173913043478,2.27,0.01,69.966,2.87,7.16,5.02
2014-02-12,3.87428571428571,2.16,0,40.616,-1.53,4.65,1.56
2014-02-13,3.55454545454545,1.99,0.03,60.767,-3.32,8.37,2.53
2014-02-14,4.43214285714286,1.89,0,104.19,1.61,8.37,4.99
2014-02-15,4.7421052631579,1.8,0.02,108.813,0.43,11.12,5.78
2014-02-16,4.49166666666667,1.78,1.84,103.437,0.43,5.73,3.08
2014-02-17,4.88064516129032,1.82,0,26.022,1.48,6.98,4.23
2014-02-18,5.02926829268293,1.73,0,52.757,-1.34,8.51,3.59
2014-02-19,4.644,1.69,1.12,104.798,0.42,5.38,2.9
2014-02-20,5.3258064516129,1.68,0,24.983,1.97,9.73,5.85
2014-02-21,5.22142857142857,1.63,1.6,104.097,-2.44,11.07,4.32
2014-02-22,5.68333333333333,1.66,0,111.209,2.41,5.94,4.18
2014-02-23,5.194,1.54,0,50.467,-2.78,9.46,3.34
2014-02-24,4.87543859649123,1.51,0,140.484,-2.01,12.17,5.08
2014-02-25,4.88909090909091,1.49,0,144.488,-2.21,11.4,4.6
2014-02-26,4.58958333333333,1.46,0,145.219,-1.68,8.69,3.51
2014-02-27,4.48684210526316,1.43,0.3,103.986,0.09,6.75,3.42
2014-02-28,5.025,1.46,0,95.196,-1.54,9.58,4.02
2014-03-01,5.30408163265306,1.42,0,138.203,-1.98,11.17,4.6
2014-03-02,5.35,1.4,0,125.166,-0.85,8.03,3.59
2014-03-03,5.45957446808511,1.38,0.13,106.652,-2.35,12.07,4.86
2014-03-04,6.09714285714286,1.4,0.06,142.977,3.68,9.06,6.37
2014-03-05,6.56666666666667,1.33,0.36,57.474,3.62,7.87,5.75
2014-03-06,6.35142857142857,1.3,0,45.185,2.44,8.65,5.55
2014-03-07,6.87027027027027,1.31,0,61.294,1.8,10.4,6.1
2014-03-08,7.52553191489362,1.31,0,150.059,0.99,12.62,6.81
2014-03-09,7.35535714285714,1.27,0,158.149,-0.81,13.79,6.49
2014-03-10,7.2,1.31,0,169.812,1.33,13.63,7.48
2014-03-11,6.52857142857143,1.26,0,166.453,-0.49,14.16,6.84
2014-03-12,6.08571428571429,1.25,0,174.646,1.1,15.81,8.46
2014-03-13,6.42307692307692,1.24,0,177.172,1.44,16.5,8.97
2014-03-14,6.80625,1.24,0,181.361,-0.05,17.37,8.66
2014-03-15,6.70769230769231,1.31,5.26,178.597,3.56,13.19,8.38
2014-03-16,5.95,1.61,2.3,82.047,4.7,10.25,7.48
2014-03-17,7.13095238095238,1.43,0,40.849,7.21,16.4,11.81
2014-03-18,8.3859649122807,1.32,0,161.74,3.99,16.83,10.41
2014-03-19,8.6578947368421,1.24,0.02,172.093,7.91,13.05,10.48
2014-03-20,8.09428571428571,1.22,0,88.091,1.19,19.22,10.21
2014-03-21,8.84411764705882,1.23,0,203.716,2.05,20.41,11.23
2014-03-22,9.5327868852459,1.24,3.25,187.439,3.98,19.91,11.95
2014-03-23,9.1,2.07,14.4,182.672,3.13,11.54,7.34
2014-03-24,6.72666666666667,2.98,3.75,28.845,1.36,6.21,3.79
2014-03-25,5.84615384615385,2.38,0,97.792,1.32,7.56,4.44
2014-03-26,6.11071428571429,1.64,0,143.647,-1.76,10.9,4.57
2014-03-27,6.978125,1.32,0,202.719,3.89,14.06,8.98
2014-03-28,8.35692307692308,1.22,0,214.439,4.19,15.69,9.94
2014-03-29,9.06417910447761,1.18,0,211.137,3.74,18.45,11.1
2014-03-30,9.73013698630137,1.14,0,220.315,2.26,20.17,11.22
2014-03-31,9.70491803278689,1.12,0,224.364,2.91,15.66,9.29
2014-04-01,9.44666666666667,1.08,0,162.073,3.12,18.52,10.82
2014-04-02,11.1342105263158,1.1,0,194.042,4.68,19.6,12.14
2014-04-03,12.3422535211268,1.09,0,206.439,4.82,21.03,12.93
2014-04-04,12.3910447761194,1.07,0,201.929,8.96,16.72,12.84
2014-04-05,11.7857142857143,1.06,0,87.726,6.59,15.99,11.29
2014-04-06,12.1051724137931,1.04,1.82,139.711,9.31,15.91,12.61
2014-04-07,12.8316455696203,1.1,0,99.811,4.57,20.06,12.32
2014-04-08,13.1405797101449,1.15,3.17,230.833,6.29,17.85,12.07
2014-04-09,12.2958904109589,1.15,4.49,117.575,5.15,11.32,8.24
2014-04-10,10.4982456140351,1.35,1.52,175.249,4.56,10.08,7.32
2014-04-11,10.9446153846154,1.18,0,71.182,4.96,13.51,9.24
2014-04-12,12.5725,1.08,0.49,192.903,6.34,16.09,11.22
2014-04-13,12.5445945945946,1.11,1.05,211.885,6.67,15.75,11.21
2014-04-14,11.1111111111111,1.15,7.96,115.461,5.09,12.32,8.71
2014-04-15,9.30816326530612,1.46,0.96,100.089,0.82,7.33,4.08
2014-04-16,8.72962962962963,1.1,0.05,127.487,1.27,10.24,5.76
2014-04-17,9.25128205128205,1,0,139.558,-2,11.77,4.89
2014-04-18,9.278,0.997,4.51,268.286,-0.39,10.46,5.04
2014-04-19,10.1745762711864,1.28,0.31,129.628,3.04,16.11,9.58
2014-04-20,11.7396551724138,1.08,0.03,217.175,7.12,14.16,10.64
2014-04-21,12.98,0.987,0,185.049,4.89,20.45,12.67
2014-04-22,13.6818181818182,1.07,2.9,255.737,8.52,17.81,13.17
2014-04-23,13.9363636363636,1.09,0.37,149.473,5.06,20.61,12.84
2014-04-24,14.5315068493151,1.26,3.5,246.984,7.61,20.01,13.81
2014-04-25,14.3219178082192,1.86,0,215.824,8.49,21.34,14.92
2014-04-26,14.9712121212121,1.11,0,265.547,8.9,20.42,14.66
2014-04-27,15.037037037037,0.914,0.62,223.541,8.4,16.4,12.4
2014-04-28,13.9714285714286,1.02,0.43,129.507,8.4,16.34,12.37
2014-04-29,14.3,0.978,2.07,177.438,9.74,16.06,12.9
2014-04-30,15.3757575757576,0.975,0.71,131.58,6.67,20.73,13.7
2014-05-01,15.9615384615385,0.892,0.06,266.845,9.77,19.11,14.44
2014-05-02,16.3633802816901,0.873,1.51,211.522,8.72,18.77,13.75
2014-05-03,15.1578125,1,5.31,253.333,5.52,14.98,10.25
2014-05-04,13.4796296296296,1.01,0,49.936,4.68,13.03,8.86
2014-05-05,13.9942857142857,0.864,0,239.646,3.11,16.56,9.84
2014-05-06,14.8684210526316,0.85,0,299.884,4.1,21.67,12.89
2014-05-07,15.39,0.846,3.63,279.364,9.99,18.38,14.19
2014-05-08,14.3189655172414,0.993,3.7,73.923,7.69,18.32,13.01
2014-05-09,14.8883333333333,1.13,4.12,232.866,8.96,18.56,13.76
2014-05-10,15.5,1.09,1.41,158.63,10.28,20.04,15.16
2014-05-11,15.3459016393443,1.24,9.35,234.751,8.76,17.75,13.26
2014-05-12,13.8,1.56,3.79,53.356,6.69,13.92,10.31
2014-05-13,13.3537037037037,1.47,2.3,244.733,5.69,12.16,8.93
2014-05-14,13.3745762711864,1.19,1.19,158.014,6.51,12.94,9.73
2014-05-15,12.35,1.02,0.15,186.561,3.84,11.97,7.91
2014-05-16,11.5,1.15,14.87,151.251,6.74,10.52,8.63
2014-05-17,10.4,3.37,17.82,44.137,6.68,9.34,8.01
2014-05-18,10.65,8.67,2.5,55.118,8.31,14.1,11.21
2014-05-19,12.8208333333333,3.24,0,102.747,7.85,22,14.93
2014-05-20,15.3896551724138,1.89,0,289.707,8.5,24.83,16.67
2014-05-21,16.9794117647059,1.45,0,320.628,10.06,26.28,18.17
2014-05-22,18.7412698412698,1.26,0,316.535,13.27,28.58,20.93
2014-05-23,19.4528301886792,1.13,0.45,308.413,13.35,24.02,18.69
2014-05-24,19.86,1.1,0,255.615,12.01,22.17,17.09
2014-05-25,20.2178571428571,1.02,0,299.188,12.6,24.77,18.69
2014-05-26,20.5813559322034,0.949,3.04,316.953,14.58,25.69,20.14
2014-05-27,19.1327586206897,1.62,27.53,255.395,12.63,19.01,15.82
2014-05-28,15.6824561403509,10.2,9.72,92.747,11.27,12.63,11.95
2014-05-29,13.6304347826087,14.1,23.82,61.306,10.49,12.88,11.69
2014-05-30,13,19.9,0.43,71.202,6.57,12.07,9.32
2014-05-31,12.5921052631579,5.81,4.45,146.917,6.12,15.61,10.87
2014-06-01,12.9378378378378,6.22,0.3,190.236,6.13,18.7,12.42
2014-06-02,13.7022222222222,3.44,0.65,259.193,7.77,20.34,14.06
2014-06-03,14.6852459016393,2.94,0.48,276.862,8.37,20.03,14.2
2014-06-04,15.610447761194,2.24,4.47,266.787,7.75,22.9,15.33
2014-06-05,16.4648148148148,2.22,0,324.69,12.19,20.08,16.14
2014-06-06,16.7838235294118,1.81,0,220.328,8.49,24.72,16.61
2014-06-07,18.3811594202899,1.66,0,344.128,11,28.47,19.74
2014-06-08,19.8290322580645,1.55,0,338.274,12.82,30.26,21.54
2014-06-09,21.0102941176471,1.5,0,338.974,14.27,31.67,22.97
2014-06-10,22.0803278688525,1.47,0,337.116,15.99,32.72,24.36
2014-06-11,22.891935483871,1.4,2.14,325.905,14.98,30.61,22.8
2014-06-12,22.0151515151515,2.04,5.54,319.682,17.54,27.44,22.49
2014-06-13,21.1338983050847,1.69,0,252.183,14.89,24.92,19.91
2014-06-14,21.0454545454545,1.28,0,310.988,13.37,22.18,17.78
2014-06-15,20.0958333333333,1.19,0,291.3,10.96,20.79,15.88
2014-06-16,19.5163636363636,1.16,0,286.786,11.54,21.43,16.49
2014-06-17,19.0347826086957,1.11,0.38,301.573,11.57,21.08,16.33
2014-06-18,18.5283018867925,1.12,0.01,202.134,12.49,23.53,18.01
2014-06-19,19.722,1.07,2.86,312.481,11.27,24.17,17.72
2014-06-20,19.2642857142857,1.15,0.53,303.736,11.85,21.08,16.47
2014-06-21,18.202,1.08,0,158.806,10.38,19.9,15.14
2014-06-22,18.6275862068966,1.05,0,255.686,7.82,24.12,15.97
2014-06-23,19.4349206349206,0.962,0,332.177,10.58,24.91,17.75
2014-06-24,19.574,0.916,0.53,331.438,13.68,21.54,17.61
2014-06-25,18.7341463414634,0.974,3.98,184.478,10.25,20.07,15.16
2014-06-26,18.3216666666667,0.992,0,208.612,6.81,21.72,14.27
2014-06-27,18.9767857142857,0.89,0,348.558,9.1,25.15,17.13
2014-06-28,19.5823529411765,0.874,6.09,309.932,11.34,27.43,19.39
2014-06-29,19.6131578947368,1.19,7.45,264.327,14.08,23.67,18.88
2014-06-30,17.9511627906977,1.37,5.89,114.081,11.27,17.29,14.28
2014-07-01,17.1409836065574,1.51,0.04,139.67,8.86,22.1,15.48
2014-07-02,17.7147058823529,1.03,5.2,315.132,11.92,19.59,15.76
2014-07-03,17.6160714285714,1.2,0,110.507,9.27,24.18,16.73
2014-07-04,19.3507936507937,0.954,0.14,327.597,10.01,28.69,19.35
2014-07-05,20.4704545454545,0.882,0.19,305.621,16.88,25.68,21.28
2014-07-06,21.6025,0.869,0,221.702,16.71,29,22.86
2014-07-07,22.5518518518519,0.856,1.99,329.219,16.98,28.59,22.79
2014-07-08,22.5367346938776,0.908,21.88,267.341,13.75,24.93,19.34
2014-07-09,19.0293103448276,2.87,7.68,161.329,11.96,14.58,13.27
2014-07-10,16.4666666666667,1.56,0,121.024,9.72,17.99,13.86
2014-07-11,16.2138888888889,1.03,3.58,169.56,11.56,19.17,15.37
2014-07-12,16.7953488372093,1.21,1.21,166.436,12.33,21.72,17.03
2014-07-13,17.6340425531915,1.24,5.78,194.809,13.47,22.78,18.13
2014-07-14,18.3275862068966,1.24,0,222.657,13.47,25.51,19.49
2014-07-15,19.7708333333333,0.972,2.68,257.895,14.2,26.42,20.31
2014-07-16,20.7035087719298,0.949,0,274.915,13.7,27.63,20.67
2014-07-17,21.4857142857143,0.858,3.59,314.715,14.68,27.63,21.16
2014-07-18,21.78,1.11,0,257.976,14.16,29.33,21.75
2014-07-19,22.3660714285714,0.85,0,311.482,15.48,31.4,23.44
2014-07-20,22.7058823529412,0.802,8.37,320.552,15.71,33.5,24.61
2014-07-21,22.0270833333333,0.871,32.65,256.531,15.91,22.42,19.17
2014-07-22,19.1535714285714,9.75,21.4,112.55,15.66,19.72,17.69
2014-07-23,17.8155555555556,6.92,0.94,63.727,14.88,26.01,20.45
2014-07-24,18.4431034482759,1.93,0,256.295,11.95,25.54,18.75
2014-07-25,19.4362068965517,1.29,0,290.49,14.54,26.88,20.71
2014-07-26,20.1065573770492,1.04,0.02,273.06,14.18,28.31,21.25
2014-07-27,20.4539682539683,0.938,0.1,271.605,16.35,25.58,20.97
2014-07-28,20.5035714285714,0.914,0.23,240.852,17.03,25.3,21.17
2014-07-29,20.536,0.865,4.98,215.889,16.43,25.5,20.97
2014-07-30,20.6322580645161,1.12,7.36,171.818,17.57,23.15,20.36
2014-07-31,19.6692307692308,1.14,1.82,114.729,17.22,19.64,18.43
2014-08-01,19.1777777777778,0.966,0,59.317,14.1,24.45,19.28
2014-08-02,20.7,0.869,5.03,255.298,16.72,29.63,23.18
2014-08-03,21.2810344827586,1.16,32.45,267.112,14.86,27.2,21.03
2014-08-04,19.8585365853659,12.2,1.64,275.991,16.17,25,20.59
2014-08-05,18.0260869565217,3,2.57,187.103,15,21.25,18.13
2014-08-06,17.7866666666667,1.82,0,103.834,14.04,23.93,18.99
2014-08-07,18.5428571428571,1.35,0.01,250.729,12.56,24.13,18.35
2014-08-08,19.0385964912281,1.12,0,209.907,12.72,26.59,19.66
2014-08-09,19.475,0.999,0.14,288.987,14.29,27.41,20.85
2014-08-10,19.9824561403509,0.958,0,190.734,14.3,28.61,21.46
2014-08-11,20.25,1.03,14.47,270.911,16.71,24.75,20.73
2014-08-12,18.2894736842105,1.82,2.53,63.363,14.12,18.05,16.09
2014-08-13,17.1678571428571,1.24,5.25,94.267,13.32,17.89,15.61
2014-08-14,16.5666666666667,1.35,0,63.38,13.21,18.93,16.07
2014-08-15,16.466,1.02,1.97,131.18,10.16,19.28,14.72
2014-08-16,15.985,1.08,4.98,172.223,10.62,17.28,13.95
2014-08-17,15.934693877551,1.22,0.06,152.637,10.42,21.78,16.1
2014-08-18,16.7365079365079,0.965,0.34,265.992,9.93,23.34,16.64
2014-08-19,17.0301886792453,1.04,3.95,241.672,12.42,20.19,16.31
2014-08-20,16.471875,1.01,3.04,134.331,12.76,17.55,15.16
2014-08-21,15.7216216216216,0.977,1.53,78.424,10.39,19.51,14.95
2014-08-22,15.9690909090909,0.914,0.03,187.173,9.31,22.46,15.89
2014-08-23,16.53125,0.865,1.19,235.433,11.88,18.38,15.13
2014-08-24,15.6731707317073,0.865,0.94,74.967,11.04,17.24,14.14
2014-08-25,15.5095238095238,0.806,3.54,181.361,6.27,19.85,13.06
2014-08-26,15.76875,1.45,8.46,245.206,11.55,20.2,15.88
2014-08-27,14.962962962963,1.96,4.2,89.095,13.23,17.03,15.13
2014-08-28,14.974,1.41,0,110.859,8.01,21.16,14.59
2014-08-29,15.5133333333333,1.1,11.32,222.217,9.27,24.1,16.69
2014-08-30,15.9424242424242,2.45,1.06,200.361,14.88,19.66,17.27
2014-08-31,15.4787878787879,1.78,5.17,76.308,13.02,18.44,15.73
2014-09-01,14.8838709677419,2.13,6.68,99.484,10.81,15.38,13.1
2014-09-02,14.0833333333333,3.15,6.37,47.897,11.42,15.32,13.37
2014-09-03,13.8777777777778,3.37,0.42,50.709,12.19,15.94,14.07
2014-09-04,14.9525,2.3,0,75.128,13.94,22.5,18.22
2014-09-05,15.6379310344828,1.66,0,185.151,15.35,21.3,18.33
2014-09-06,15.8520833333333,1.41,0,100.719,13.17,23.07,18.12
2014-09-07,16.64,1.26,0,173.351,13.27,24.58,18.93
2014-09-08,17.2615384615385,1.1,2.34,192.008,12.39,25.74,19.07
2014-09-09,17.4716666666667,1.18,0.02,212.949,13.98,23.35,18.67
2014-09-10,17.280487804878,1.06,0.2,163.451,13.33,21.57,17.45
2014-09-11,16.6119047619048,0.958,8.19,175.412,12.17,16.7,14.44
2014-09-12,15,1.5,3.15,58.341,11.17,13.64,12.41
2014-09-13,13.9,3.57,15.01,59.745,10.12,14.07,12.1
2014-09-14,13.75,5.82,5.14,33.573,12.55,16.14,14.35
2014-09-15,14.4971428571429,4.66,0,53.157,12.39,20.87,16.63
2014-09-16,15.00625,2.55,0,160.757,11.15,22.09,16.62
2014-09-17,15.1854166666667,1.88,0,199.855,10.71,23.67,17.19
2014-09-18,15.1647058823529,1.59,0,205.578,10.39,23.1,16.75
2014-09-19,15.3541666666667,1.43,2.22,181.012,12.02,24.08,18.05
2014-09-20,15.6870967741935,1.48,2.03,186.447,13.62,21.63,17.63
2014-09-21,15.504347826087,2,12.96,119.68,13.18,18.69,15.94
2014-09-22,14.7233333333333,3.79,5.82,95.623,7.83,15.39,11.61
2014-09-23,13.3648648648649,3.55,0.27,122.813,7.25,14.15,10.7
2014-09-24,12.485,2.38,0.9,119.024,2.29,16.67,9.48
2014-09-25,12.3681818181818,2.31,4.71,189.113,9.25,14.18,11.72
2014-09-26,12.2642857142857,2.45,3.03,78.176,9.58,13.07,11.33
2014-09-27,12.7133333333333,2.16,0.05,49.12,11.74,18.77,15.26
2014-09-28,13.0909090909091,1.88,0,118.955,7.79,20.51,14.15
2014-09-29,13.1,1.6,0.13,176.163,7.17,19.71,13.44
2014-09-30,13.1741935483871,1.59,7.56,113.151,9.51,20.05,14.78
2014-10-01,13.6307692307692,7.67,16.63,108.856,13.73,16.76,15.25
2014-10-02,13.6772727272727,8.17,0.11,39.198,10.71,17.85,14.28
2014-10-03,13.45,3.45,0,130.87,8.03,17.49,12.76
2014-10-04,13.0961538461538,2.61,0,146.105,7.48,15.42,11.45
2014-10-05,12.85,2.44,0,134.894,7.31,14.9,11.11
2014-10-06,12.45,2.16,0,72.89,6.29,17.82,12.06
2014-10-07,12.3016949152542,1.89,0,153.703,5.81,18.63,12.22
2014-10-08,11.9222222222222,1.82,0,145.116,8.93,17.9,13.42
2014-10-09,12.1207547169811,1.74,0.01,121.625,9.76,17.91,13.84
2014-10-10,12.8434782608696,1.67,0,85.316,11.12,19.79,15.46
2014-10-11,13.42,1.51,0.49,106.808,13.2,16.27,14.74
2014-10-12,13.8090909090909,1.67,0.11,72.805,10.41,20.4,15.41
2014-10-13,13.1204545454545,1.61,7.82,99.796,10.53,17.82,14.18
2014-10-14,13.726,2.05,0.2,80.578,12.88,18.85,15.87
2014-10-15,12.9735849056604,1.59,0.74,120.367,9.22,16.7,12.96
2014-10-16,12.702380952381,1.5,4.01,77.108,10.7,17.68,14.19
2014-10-17,12.7636363636364,10.1,18.79,72.268,11.85,15.15,13.5
2014-10-18,12.4,6.92,0.1,36.584,8.75,15.46,12.11
2014-10-19,11.7047619047619,3.29,0,119.318,6.2,16.86,11.53
2014-10-20,11.4705882352941,2.58,17.41,87.402,7.91,19.75,13.83
2014-10-21,12.41,15.9,6.3,73.132,10.73,15.79,13.26
2014-10-22,11.0754716981132,14.4,22.13,64.536,4.2,12.46,8.33
2014-10-23,9.57391304347826,40.7,5.55,26.126,3.92,9.76,6.84
2014-10-24,10.15,13.9,0.05,13.051,7.22,9.63,8.43
2014-10-25,9.8,7.11,0,41.881,3.7,8.41,6.06
2014-10-26,9.31025641025641,4.97,0,65.971,4.54,9.64,7.09
2014-10-27,8.71379310344828,3.99,0,80.461,3.68,7.86,5.77
2014-10-28,8.45952380952381,3.45,0,46.176,2.54,9.64,6.09
2014-10-29,7.8448275862069,3.08,0,104.494,1.77,8.01,4.89
2014-10-30,8.25909090909091,2.78,0,82.867,5.27,10.26,7.77
2014-10-31,9.13,2.57,0,68.543,5.13,11.61,8.37
2014-11-01,8.6037037037037,2.46,0.01,77.827,3.87,13.93,8.9
2014-11-02,8.8,2.34,0.1,77.989,5.12,10.33,7.73
2014-11-03,8.45555555555556,2.31,0.09,59.474,4.52,7.02,5.77
2014-11-04,8.06304347826087,2.26,0,51.814,3.73,12.68,8.21
2014-11-05,8.03617021276596,2.16,0.85,76.298,6.9,13.47,10.19
2014-11-06,8.13529411764706,2.06,0.29,47.729,4.45,8.75,6.6
2014-11-07,7.89285714285714,2.02,4.04,39.431,5.26,8.05,6.66
2014-11-08,8.15357142857143,2.25,2.12,38.298,6.15,8.91,7.53
2014-11-09,7.41111111111111,2.08,0.2,34.581,4.31,7.92,6.12
2014-11-10,8.016,1.98,0.22,38.332,6.39,8.54,7.47
2014-11-11,8.7,1.95,0,46.165,6.65,11.49,9.07
2014-11-12,8.58333333333333,1.93,0.12,44.147,6.65,17.66,12.16
2014-11-13,8.6695652173913,1.87,0.05,68.829,7.69,12.05,9.87
2014-11-14,8.34285714285714,1.8,0.03,30.745,5.08,12.45,8.77
2014-11-15,7.71923076923077,1.82,0,61.618,2.75,13.2,7.98
2014-11-16,7.77234042553192,1.77,0,53.3,5.86,11.84,8.85
2014-11-17,6.99090909090909,1.7,3.7,52.845,1.98,10.67,6.33
2014-11-18,6.69047619047619,2.71,13.83,55.426,4.08,7.71,5.9
2014-11-19,7.05,9.6,6.15,18.336,4.79,6.3,5.55
